member_id_no,hospital,hosp_address,hosp_hours,hosp_tel_no,hosp_designation,hosp_days,hosp_remarks,hosp_primary
3412,EAST AVENUE MEDICAL CENTER,,,,,,,1
3681,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,1
2618,PHILIPPINE ORTHOPEDIC CENTER,,,,,,,1
1682,CARAGA REGIONAL HOSPITAL,,,,,,,1
2383,UST HOSPITAL,,,,,,,1
1791,AFP MEDICAL CENTER,,,,,,,1
3515,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
3844,TARLAC PROVINCIAL HOSPITAL,,,,,,,1
3494,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,1
4826,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
6554,SAN PEDRO HOSPITAL,,,,,,,0
4974,EAST AVENUE MEDICAL CENTER,,,,,,,0
5244,V. LUNA MEDICAL CENTER,,,,,,,0
0174,PREMIER GENERAL HOSPITAL,,,,,,,1
0576,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
1821,ST. ELIZABETH HOSPITAL INC.,,,,,,,1
5837,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
5195,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,0
6166,DR. JOSE N. RODRIGUEZ MEMORIAL HOSPITAL,,,,,,,0
6036,BATAAN GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
6224,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
3450,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
5410,BICOL REGIONAL TRAINING AND TEACHING HOSPITAL,,,,,,,0
1201,UST HOSPITAL,,,,,,,1
1723,BENGUET GENERAL HOSPITAL,,,,,,,1
5270,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5361,UP-PGH MEDICAL CENTER,,,,,,,0
3987,PHILIPPINE CHILDREN MEDICAL CENTER,,,,,,,0
3987,FEU NRMF,,,,,,,1
4532,THE MEDICAL CITY,,,,,,,0
4764,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
0400,UP-PGH MEDICAL CENTER,,,,,,,1
4925,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
5445,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
2038,HOLY CHILD HOSPITAL,,,,,,,1
2038,SILLIMAN UNIVERSITY MEDICAL CENTER,,,,,,,0
4857,DR. PAULINO J. GARCIA MEMORIAL RESEARCH AND MEDICAL CENTER,,,,,,,0
5617,THE MEDICAL CITY,,,,,,,0
4084,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6384,BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3996,BULACAN MEDICAL CENTER,,,,,,,1
4820,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,0
5307,BICOL MEDICAL CENTER,,,,,,,0
3782,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,1
0619,REGION 1 MEDICAL CENTER,,,,,,,1
5394,UP-PGH MEDICAL CENTER,,,,,,,0
0619,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
0518,VETERANS MEMORIAL MEDICAL CENTER,,,,,,,1
4791,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3912,AGO FOUNDATION HOSPITAL,,,,,,,0
4552,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
1201,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
4624,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
6634,JOSE B. LINGAD MEMORIAL HOSPITAL,,,,,,,0
6611,CHONG HUA HOSPITAL-FUENTE,,,,,,,0
1632,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
5320,PERPETUAL HELP MEDICAL CENTER,,,,,,,0
5072,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
3921,TONDO MEDICAL CENTER,,,,,,,1
6559,MAKATI MEDICAL CENTER,,,,,,,0
1201,HOSPITAL OF THE INFANT JESUS,,,,,,,0
4354,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
5279,THE MEDICAL CITY,,,,,,,0
5910,RIZAL MEDICAL CENTER,,,,,,,0
5570,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
1251,LORMA MEDICAL CENTER,,,,,,,1
5166,ST. LUKES MEDICAL CENTER,,,,,,,0
6561,DAVAO REGIONAL MEDICAL CENTER,,,,,,,0
4778,EAST AVENUE MEDICAL CENTER,,,,,,,0
5457,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
6592,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
3912,INTEGRATED HOSPITAL,,,,,,,0
3729,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
6085,FATIMA UNIVERSITY MEDICAL CENTER,,,,,,,0
3912,MOTHER SETON HOSPITAL,,,,,,,0
5441,UST HOSPITAL,,,,,,,0
4502,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
3912,BICOL MEDICAL CENTER,,,,,,,1
3912,ST. JOHN HOSPITAL,,,,,,,0
1006,SORSOGON MEDICAL MISSION GROUP HOSP.,,,,,,,1
3959,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4522,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
2690,UST HOSPITAL,,,,,,,1
3693,CHONG HUA HOSPITAL,,,,,,,1
5468,BICOL MEDICAL CENTER,,,,,,,0
5800,RIZAL MEDICAL CENTER,,,,,,,0
4065,TONDO MEDICAL CENTER,,,,,,,1
1481,BETHANY HOSPITAL,,,,,,,0
5996,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5175,PASAY CITY GENERAL HOSPITAL,,,,,,,0
1009,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
2134,CAPITOL MEDICAL CENTER,,,,,,,1
4576,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,0
2624,THE MEDICAL CITY,,,,,,,1
0142,ST. ELIZABETH HOSPITAL INC.,,,,,,,1
3116,"SAN PEDRO HOSPITAL, DAVAO CITY",,,,,,,1
3672,CAPIZ DOCTORS HOSPITAL,,,,,,,1
2138,UROLOGY CENTER OF THE PHILIPPINES,,,,,,,0
1299,DAVAO REGIONAL HOSPITAL,,,,,,,1
2124,CHONG HUA HOSPITAL,,,,,,,1
0573,ST. MARTIN DE PORRES CHARITY HOSPITAL,,,,,,,1
2956,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
2138,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3451,DOH-CART,,,,,,,1
0032,MADONNA GENERAL HOSPITAL,,,,,,,1
0348,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2425,LORMA MEDICAL CENTER,,,,,,,1
2877,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
2808,UP-PGH MEDICAL CENTER,,,,,,,1
5095,EAST AVENUE MEDICAL CENTER,,,,,,,0
5048,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5953,EAST AVENUE MEDICAL CENTER,,,,,,,0
4779,EAST AVENUE MEDICAL CENTER,,,,,,,0
2568,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
3737,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1386,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
6335,EASTERN VISAYAS MEDICAL CENTER,,,,,,,0
2078,DE VERA MEDICAL CENTER,,,,,,,1
6235,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
1916,HOSPITAL OF THE INFANT JESUS,,,,,,,0
3780,CAGAYAN VALLEY MEDICAL  CENTER,,,,,,,1
1385,PHILIPPINE HEART CENTER,,,,,,,0
5649,ADVENTIST MEDICAL CENTER - MANILA,,,,,,,0
5198,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
5281,TONDO MEDICAL CENTER,,,,,,,0
3553,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,1
1009,MANILA DOCTORS HOSPITAL,,,,,,,0
1114,MINDANAO MEDICAL CENTER,,,,,,,0
0538,MEDICAL CENTER MANILA,,,,,,,1
4476,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4822,MEDICAL CENTER MANILA,,,,,,,0
4702,"SAN PEDRO HOSPITAL, DAVAO CITY",,,,,,,0
3209,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,1
3449,RIZAL MEDICAL CENTER,,,,,,,1
2774,ANTIPOLO DOCTORS HOSPITAL,,,,,,,0
3165,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
3930,EAST AVENUE MEDICAL CENTER,,,,,,,0
2428,MCU-FDTMF HOSPITAL,,,,,,,1
1260,ILOILO DOCTOR'S HOSPITAL,,,,,,,1
6029,WESTERN MINDANAO MEDICAL CENTER,,,,,,,0
5371,UP-PGH MEDICAL CENTER,,,,,,,0
3533,OSPITAL NG MAKATI,,,,,,,1
0289,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
3209,SOUTH COTABATO PROVINCIAL HOSPITAL,,,,,,,0
3677,SORSOGON MEDICAL MISSION GROUP HOSP.,,,,,,,1
5178,ST. LUKES MEDICAL CENTER,,,,,,,0
3304,FEU NRMF,,,,,,,1
1474,PAULINO J. GARCIA MEMORIAL MEDICAL RESEARCH CENTER,,,,,,,1
2148,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1474,NUEVA ECIJA DOCTORS HOSPITAL,,,,,,,0
0108,UP-PGH MEDICAL CENTER,,,,,,,1
2167,CAGAYAN VALLEY SANITARIUM & HOSPITAL,,,,,,,1
4505,DAVAO DOCTORS HOSPITAL,,,,,,,0
1114,ST. ELIZABETH HOSPITAL INC.,,,,,,,1
3316,OSPITAL NG MAKATI,,,,,,,1
4065,CARAGA REGIONAL HOSPITAL,,,,,,,0
1536,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,1
2981,UST HOSPITAL,,,,,,,1
4080,THE MEDICAL CITY,,,,,,,0
1260,ILOILO MISSION HOSPITAL,,,,,,,0
0484,UST HOSPITAL,,,,,,,1
5998,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0478,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
4972,EAST AVENUE MEDICAL CENTER,,,,,,,0
3472,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1260,OUR MOTHER OF PERPETUAL HELP HOSPITAL,,,,,,,0
1385,DR. JESUS DELGADO MEMORIAL HOSPITAL,,,,,,,0
5252,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
0697,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
0712,MOTHER SETON HOSPITAL,,,,,,,1
2916,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6448,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
3147,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
2228,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
2228,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1478,NUEVA ECIJA GOOD SAMARITAN GENERAL HOSPITAL,,,,,,,1
2490,JAMES L. GORDON MEMORIAL HOSPITAL,,,,,,,1
1727,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
1536,UST HOSPITAL,,,,,,,0
4531,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
3487,RIZAL MEDICAL CENTER,,,,,,,1
4715,THE MEDICAL CITY,,,,,,,0
2354,PAMPANGA MEDICAL SPECIALIST HOSPITAL,,,,,,,1
0641,BACOLOD SANITARIUM AND HOSPITAL,,,,,,,0
3374,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
4546,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
0494,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
3200,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
3439,MCU-FDTMF HOSPITAL,,,,,,,1
5213,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
0641,BACOLOD DOCTORS HOSPITAL,,,,,,,0
0641,RIVERSIDE MEDICAL  CENTER,,,,,,,1
2164,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
1385,LUNG CENTER OF THE PHILIPPINES,,,,,,,0
2533,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0213,NEW ERA GENERAL HOSPITAL,,,,,,,1
1995,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,1
4431,UP-PGH MEDICAL CENTER,,,,,,,1
4501,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
0032,KIDAPAWAN DOCTORS HOSPITAL,,,,,,,0
3468,QUEZON CITY GENERAL HOSPITAL,,,,,,,1
0071,PENAFRANCIA HOSPITAL,,,,,,,1
3401,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3128,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
1601,APARRI PROVINCIAL HOSPITAL,,,,,,,1
4626,THE MEDICAL CITY,,,,,,,0
1972,ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER,,,,,,,1
1385,CAPITOL MEDICAL CENTER,,,,,,,0
1804,GENERAL SANTOS CITY DISTRICT HOSPITAL,,,,,,,0
0960,USM HOSPITAL,,,,,,,1
3887,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
1009,VICTOR R. POTENCIANO MEDICAL CENTER,,,,,,,1
5359,V. LUNA MEDICAL CENTER,,,,,,,0
4428,PHILLIPS MEMORIAL HOSPITAL,,,,,,,1
4582,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
5383,UP-PGH MEDICAL CENTER,,,,,,,0
5205,CHONG HUA HOSPITAL,,,,,,,0
5009,UP-PGH MEDICAL CENTER,,,,,,,0
1481,LORMA MEDICAL CENTER,,,,,,,1
2351,SPECIALISTS GROUP HOSPITAL AND TRAUMA CENTER,,,,,,,1
2513,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
5398,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
2737,PINES CITY DOCTOR'S HOSPITAL,,,,,,,1
3322,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
3322,AMAI PAKPAK MEDICAL CENTER,,,,,,,0
4770,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4724,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,0
1804,ST. ELIZABETH HOSPITAL INC.,,,,,,,1
6198,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
0820,THE DOCTORS HOSPITAL,,,,,,,0
0820,TIONG BI MEDICAL CENTER,,,,,,,0
6088,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
0820,ROGACIANO MERCADO MEMORIAL HOSPITAL,,,,,,,0
2112,BONTOC GENERAL HOSPITAL,,,,,,,1
2108,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
0032,KIDAPAWAN MEDICAL SPECIALIST CENTER INC.,,,,,,,0
5499,EAST AVENUE MEDICAL CENTER,,,,,,,0
6441,THE MEDICAL CITY,,,,,,,0
5389,UP-PGH MEDICAL CENTER,,,,,,,0
3164,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
4896,UP-PGH MEDICAL CENTER,,,,,,,0
1183,CIUDAD MEDICAL ZAMBOANGA,,,,,,,1
4977,EAST AVENUE MEDICAL CENTER,,,,,,,0
3260,AFP MEDICAL CENTER,,,,,,,1
2919,BATAAN ST. JOSEPH HOSPITAL,,,,,,,1
4669,BATAAN GENERAL HOSPITAL,,,,,,,0
1601,APARRI CHRISTIAN HOSPITAL,,,,,,,0
2588,MINDANAO MEDICAL CENTER,,,,,,,1
2104,MT. CARMEL MOTHER TERESA OF CALCUTA MEDICAL CENTER,,,,,,,1
3161,WESTERN MINDANAO MEDICAL CENTER,,,,,,,1
3161,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
5825,UNIVERSITY OF CEBU MEDICAL CENTER,,,,,,,0
4080,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER,,,,,,,0
5147,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
5137,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,0
6629,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
2546,DAVAO MEDICAL CENTER,,,,,,,1
4520,DAVAO REGIONAL HOSPITAL,,,,,,,0
3248,NATIONAL KIDNEY AND TRANSPLANT INSTITUTE,,,,,,,1
4466,CHONG HUA HOSPITAL,,,,,,,0
2323,DR. JOSE FABELLA MEMORIAL HOSPITAL,,,,,,,1
0551,PERPETUAL HELP MEDICAL CENTER,,,,,,,1
0569,HOLY CHILD HOSPITAL,,,,,,,1
2660,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
0610,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
0614,BERNARDINO GENERAL HOSPITAL,,,,,,,1
0631,PIODURAN MEMORIAL DISTRICT HOSPITAL,,,,,,,1
0634,RAMONA PANGAN DISTRICT HOSPITAL,,,,,,,1
0634,PAMPANGA PROVINCIAL HOSPITAL,,,,,,,0
0634,MERCY CLINIC,,,,,,,0
0634,BASA AIR BASE HOSPITAL,,,,,,,0
0643,SAN PABLO CITY DISTRICT HOSPITAL,,,,,,,1
2297,UST HOSPITAL,,,,,,,1
2947,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,1
3538,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3538,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0705,NOVALICHES GENERAL HOSPITAL,,,,,,,1
0731,REMEDIOS T. ROMUALDEZ HOSPITAL,,,,,,,1
0734,COTABATO PROVINCIAL HOSPITAL,,,,,,,1
0734,MLANG DISTRICT HOSPITAL,,,,,,,0
0744,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0760,SAN MARCELINO DISTRICT HOSPITAL,,,,,,,1
0766,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
3569,"MOUNT CARMEL GENERAL HOSPITAL ",,,,,,,1
2279,CARDINAL SANTOS MEDICAL CENTER,,,,,,,1
0808,PERPETUAL SUCCOUR HOSPITAL,,,,,,,1
0808,MARY CHILES GENERAL HOSPITAL,,,,,,,0
1463,GENERAL SANTOS DOCTORS HOSPITAL,,,,,,,1
1463,ST. ELIZABETH HOSPITAL INC.,,,,,,,0
1469,MCU-FDTMF HOSPITAL,,,,,,,1
1480,DE LA SALLE UNIVERSITY MEDICAL  CENTER,,,,,,,1
2702,ZANORTE MEDICAL CENTER,,,,,,,1
1502,AFP MEDICAL CENTER,,,,,,,1
1519,OSPITAL NG MAKATI,,,,,,,1
1533,PREMIER GENERAL HOSPITAL,,,,,,,0
1533,NUEVA ECIJA GOOD SAMARITAN GENERAL HOSPITAL,,,,,,,1
2804,FEU NRMF,,,,,,,1
1560,VETERANS REGIONAL HOSPITAL,,,,,,,1
1595,URDUJA GENERAL HOSPITAL,,,,,,,1
5427,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
1608,SPECIALISTS GROUP HOSPITAL AND TRAUMA CENTER,,,,,,,1
2924,TARLAC PROVINCIAL HOSPITAL,,,,,,,0
4843,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
0724,"REGION I-MEDICAL CENTER, DAGUPAN CITY",,,,,,,0
0724,DAGUPAN DOCTOR'S VILLAFLOR MEMORIAL HOSPITAL,,,,,,,0
0724,VILLAFLOR MEMORIAL HOSPITAL,,,,,,,1
3161,ZAMBOANGA DOCTORS HOSPITAL,,,,,,,0
4426,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,1
5522,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
4603,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
4514,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
1594,MARIANO MARCOS MEMORIAL HOSPITAL & MEDICAL CENTER,,,,,,,1
4946,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
4603,MASBATE PROVINCIAL HOSPITAL,,,,,,,0
4535,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5611,MAKATI MEDICAL CENTER,,,,,,,0
6236,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
4799,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5480,OSPITAL NG MAKATI,,,,,,,0
2286,THE MEDICAL CITY,,,,,,,1
6385,SOUTHERN PHILIPPINES MEDICAL CENTER,,,,,,,0
5962,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1076,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
1515,"UPHRMC, LAS PINAS",,,,,,,1
3068,UP-PGH MEDICAL CENTER,,,,,,,1
4439,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
1388,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
0236,PINES CITY DOCTOR'S HOSPITAL,,,,,,,0
0236,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
6234,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
6444,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,0
1729,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
5368,UP-PGH MEDICAL CENTER,,,,,,,0
5234,EASTERN VISAYAS REGIONAL MEDICAL CENTER,,,,,,,0
2514,BALIUAG DISTRICT HOSPITAL,,,,,,,1
1903,"SAPANG PALAY DISTRICT HOSPITAL, BULACAN",,,,,,,1
5455,MANILA ADVENTIST MEDICAL CENTER,,,,,,,0
3731,OUR LADY OF PILAR HOSPITAL,,,,,,,0
4322,DIVINE MERCY WELLNESS CENTER,,,,,,,0
2315,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
3212,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
2936,DAVAO MEDICAL SCHOOL FOUNDATION HOSPITAL,,,,,,,1
4322,"ST PAUL HOSPITAL ",TUGUEGARAO CITY,,,,,,0
4322,"HOLY INFANT JESUS ",TUGUEGARAO CITY,,,,,,0
4322,MILAGRO DISTRICT HOSPITAL,,,,,,,0
1730,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,1
4824,MEDICAL CENTER MANILA,,,,,,,0
0166,UST HOSPITAL,,,,,,,1
1140,CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,1
2315,MARIKINA VALLEY MEDICAL CENTER,,,,,,,0
6092,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
3857,CORAZON LOCSIN MONTELIBANO MEMORIAL REGIONAL HOSPITAL,,,,,,,1
4792,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1855,ILOILO DOCTORS HOSPITAL,,,,,,,1
1100,PHILIPPINE HEART CENTER,,,,,,,1
5510,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
2989,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,1
5443,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
5873,FEU NRMF,,,,,,,0
5831,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
1730,OSPITAL NG MUNTINLUPA,,,,,,,0
5381,UP-PGH MEDICAL CENTER,,,,,,,0
6033,WESTERN VISAYAS MEDICAL CENTER,,,,,,,0
5420,QUIRINO MEMORIAL MEDICAL CENTER,,,,,,,0
2365,PHILIPPINE HEART CENTER,,,,,,,1
3019,HOWARD HUBBARD MEMORIAL HOSPITAL,,,,,,,1
5062,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
2893,NORTHERN MINDANAO MEDICAL CENTER,,,,,,,1
5592,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
4316,COTABATO REGIONAL AND MEDICAL CENTER,,,,,,,0
5339,UERM MEMORIAL MEDICAL CENTER,,,,,,,0
2405,LUNG CENTER OF THE PHILIPPINES,,,,,,,1
1069,UST HOSPITAL,,,,,,,0
6041,ZAMBOANGA CITY MEDICAL CENTER,,,,,,,0
6104,CARDINAL SANTOS MEDICAL CENTER,,,,,,,0
5922,QUEZON CITY GENERAL HOSPITAL,,,,,,,0
4034,RIZAL MEDICAL CENTER,,,,,,,0
3874,AFP MEDICAL CENTER,,,,,,,1
6447,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
5348,WESTERN VISAYAS STATE UNIVERSITY MEDICAL CENTER,,,,,,,0
1069,METROPOLITAN MEDICAL CENTER,,,,,,,0
1069,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
6110,GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,,,,,,,0
4342,UST HOSPITAL,,,,,,,1
6087,VALENZUELA MEDICAL CENTER,,,,,,,0
3663,WESTERN VISAYAS MEDICAL CENTER,,,,,,,1
2908,RIVERSIDE MEDICAL  CENTER,,,,,,,1
5023,UP-PGH MEDICAL CENTER,,,,,,,0
2405,JOSE R. REYES MEMORIAL MEDICAL CENTER,,,,,,,0
6422,MAKATI MEDICAL CENTER,,,,,,,0
3110,PREMIER GENERAL HOSPITAL,,,,,,,1
4861,OSPITAL NG MAYNILA MEDICAL CENTER,,,,,,,0
5494,CHONG HUA HOSPITAL-MANDAUE,,,,,,,0
3694,"SAN PEDRO HOSPITAL, DAVAO CITY",,,,,,,1
4868,JOSE B. LINGAD MEMORIAL REGIONAL HOSPITAL,,,,,,,0
2776,SAINT LUKE'S MEDICAL CENTER,,,,,,,1
4680,CHONG HUA HOSPITAL,,,,,,,0
4566,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
5064,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
6011,AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,,,,,,,0
5654,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,0
0859,CORAZON LOCSIN MONTELIBANO MEMORIAL HOSPITAL,,,,,,,1
5434,ILOCOS TRAINING AND REGIONAL MEDICAL CENTER,,,,,,,0
3419,SAINT LOUIS UNIVERSITY HOSPITAL OF THE SACRED HEART,,,,,,,1
3088,THE MEDICAL CITY,,,,,,,1
6427,MAKATI MEDICAL CENTER,,,,,,,0
5386,UP-PGH MEDICAL CENTER,,,,,,,0
2724,VICENTE SOTTO MEMORIAL MEDICAL CENTER,,,,,,,1
5733,CEBU DOCTORS UNIVERSITY HOSPITAL,,,,,,,0
6054,EASTERN VISAYAS MEDICAL CENTER,,,,,,,0
3818,UNITED DOCTORS MEDICAL CENTER,,,,,,,1
2062,SAINT LUKE'S MEDICAL CENTER,,,,,,,0
0161,BATANGAS MEDICAL CENTER,"KUMINTANG IBABA, BATANGAS CITY",,,,,,1
5285,BAGUIO GENERAL HOSPITAL AND MEDICAL CENTER,,,,,,,0
3199,DR. PABLO O. TORRE SR. MEMORIAL HOSPITAL,,,,,,,0
3111,CAGAYAN VALLEY MEDICAL CENTER,,,,,,,1
3563,UP-PGH MEDICAL CENTER,,,,,,,1
2361,ABRA PROVINCIAL HOSPITAL,,,,,,,1
3724,EAST AVENUE MEDICAL CENTER,,,,,,,0
3264,RIZAL MEDICAL CENTER,,,,,,,0
3264,UERM MEMORIAL MEDICAL CENTER,,,,,,,1
